1,1,1484,753,90,189,1,-1,-1,-1
1,2,1294,502,58,138,1,-1,-1,-1
1,3,842,578,65,174,1,-1,-1,-1
1,4,1256,830,75,192,1,-1,-1,-1
1,5,695,464,55,160,1,-1,-1,-1
1,6,330,561,74,189,1,-1,-1,-1
1,7,1198,535,65,168,1,-1,-1,-1
1,8,1148,340,45,150,1,-1,-1,-1
1,9,758,480,53,143,1,-1,-1,-1
1,10,1109,537,53,169,1,-1,-1,-1
1,11,769,587,60,160,1,-1,-1,-1
1,12,1550,770,109,213,1,-1,-1,-1
1,13,1679,874,103,205,1,-1,-1,-1
1,14,1150,532,55,160,1,-1,-1,-1
1,15,1011,346,44,143,1,-1,-1,-1
1,16,1385,819,83,217,1,-1,-1,-1
1,17,902,369,48,132,1,-1,-1,-1
1,18,962,355,45,135,1,-1,-1,-1
1,19,224,456,61,159,1,-1,-1,-1
1,20,1758,862,109,215,1,-1,-1,-1
1,21,489,630,74,204,1,-1,-1,-1
1,22,545,161,37,98,1,-1,-1,-1
1,23,865,315,45,120,1,-1,-1,-1
1,24,1045,285,43,122,1,-1,-1,-1
1,25,871,161,35,94,1,-1,-1,-1
1,26,1321,831,80,217,1,-1,-1,-1
1,27,654,153,38,95,1,-1,-1,-1
1,29,902,304,43,122,1,-1,-1,-1
1,30,1197,172,40,97,1,-1,-1,-1
2,1,1483,753,90,189,1,-1,-1,-1
2,2,1294,502,57,137,1,-1,-1,-1
2,3,841,577,65,174,1,-1,-1,-1
2,4,1256,830,75,192,1,-1,-1,-1
2,5,694,464,55,160,1,-1,-1,-1
2,6,330,561,74,189,1,-1,-1,-1
2,7,1198,535,65,168,1,-1,-1,-1
2,8,1148,340,45,150,1,-1,-1,-1
2,9,759,479,53,144,1,-1,-1,-1
2,10,1109,537,53,169,1,-1,-1,-1
2,11,769,587,60,161,1,-1,-1,-1
2,12,1549,770,108,211,1,-1,-1,-1
2,13,1678,874,104,205,1,-1,-1,-1
2,14,1150,532,55,160,1,-1,-1,-1
2,15,1011,346,44,142,1,-1,-1,-1
2,16,1385,819,83,217,1,-1,-1,-1
2,17,902,368,48,133,1,-1,-1,-1
2,18,962,356,45,134,1,-1,-1,-1
2,19,224,456,62,158,1,-1,-1,-1
2,20,1759,861,108,216,1,-1,-1,-1
2,21,489,631,75,202,1,-1,-1,-1
2,22,544,161,38,99,1,-1,-1,-1
2,23,866,315,45,120,1,-1,-1,-1
2,24,1046,285,42,122,1,-1,-1,-1
2,25,871,161,35,93,1,-1,-1,-1
2,26,1321,831,80,217,1,-1,-1,-1
2,27,654,152,38,96,1,-1,-1,-1
2,29,902,304,43,122,1,-1,-1,-1
2,30,1197,172,40,97,1,-1,-1,-1
3,1,1482,751,90,190,1,-1,-1,-1
3,2,1292,502,58,136,1,-1,-1,-1
3,3,841,576,66,175,1,-1,-1,-1
3,4,1254,827,76,195,1,-1,-1,-1
3,5,695,461,56,163,1,-1,-1,-1
3,6,333,558,72,186,1,-1,-1,-1
3,7,1196,533,66,170,1,-1,-1,-1
3,8,1148,340,44,149,1,-1,-1,-1
3,9,759,477,53,143,1,-1,-1,-1
3,10,1109,537,53,169,1,-1,-1,-1
3,11,770,584,60,160,1,-1,-1,-1
3,12,1547,767,109,215,1,-1,-1,-1
3,13,1675,869,105,209,1,-1,-1,-1
3,14,1150,530,54,161,1,-1,-1,-1
3,15,1011,346,44,141,1,-1,-1,-1
3,16,1384,816,81,212,1,-1,-1,-1
3,17,902,366,49,134,1,-1,-1,-1
3,18,962,356,44,133,1,-1,-1,-1
3,19,226,455,60,154,1,-1,-1,-1
3,20,1756,858,110,220,1,-1,-1,-1
3,21,489,627,76,204,1,-1,-1,-1
3,22,545,160,38,100,1,-1,-1,-1
3,23,866,313,45,121,1,-1,-1,-1
3,24,1045,284,43,123,1,-1,-1,-1
3,25,871,161,35,93,1,-1,-1,-1
3,26,1321,825,80,218,1,-1,-1,-1
3,27,654,151,38,97,1,-1,-1,-1
3,29,902,303,43,123,1,-1,-1,-1
3,30,1197,172,40,97,1,-1,-1,-1
4,1,1481,749,91,191,1,-1,-1,-1
4,2,1290,501,57,136,1,-1,-1,-1
4,3,840,574,66,175,1,-1,-1,-1
4,4,1252,824,76,194,1,-1,-1,-1
4,5,695,457,55,163,1,-1,-1,-1
4,6,336,556,72,183,1,-1,-1,-1
4,7,1195,530,66,172,1,-1,-1,-1
4,8,1148,340,45,148,1,-1,-1,-1
4,9,760,476,52,141,1,-1,-1,-1
4,10,1108,535,53,170,1,-1,-1,-1
4,11,771,582,59,159,1,-1,-1,-1
4,12,1543,765,111,218,1,-1,-1,-1
4,13,1674,867,106,211,1,-1,-1,-1
4,14,1148,527,55,164,1,-1,-1,-1
4,15,1010,344,44,140,1,-1,-1,-1
4,16,1384,812,78,205,1,-1,-1,-1
4,17,904,365,48,132,1,-1,-1,-1
4,18,961,356,44,133,1,-1,-1,-1
4,19,229,454,59,149,1,-1,-1,-1
4,20,1751,849,115,229,1,-1,-1,-1
4,21,491,621,74,200,1,-1,-1,-1
4,22,545,159,38,102,1,-1,-1,-1
4,23,866,312,44,118,1,-1,-1,-1
4,24,1046,282,43,123,1,-1,-1,-1
4,26,1319,821,82,221,1,-1,-1,-1
4,27,655,149,38,95,1,-1,-1,-1
4,29,902,302,43,121,1,-1,-1,-1
5,1,1477,746,91,192,1,-1,-1,-1
5,2,1288,497,58,139,1,-1,-1,-1
5,3,838,571,66,177,1,-1,-1,-1
5,4,1250,822,76,195,1,-1,-1,-1
5,5,694,455,56,164,1,-1,-1,-1
5,6,337,553,72,184,1,-1,-1,-1
5,7,1193,526,67,176,1,-1,-1,-1
5,8,1149,339,44,147,1,-1,-1,-1
5,9,761,475,51,139,1,-1,-1,-1
5,10,1107,533,54,172,1,-1,-1,-1
5,11,772,578,59,159,1,-1,-1,-1
5,12,1538,762,114,223,1,-1,-1,-1
5,13,1672,863,107,214,1,-1,-1,-1
5,14,1147,523,56,166,1,-1,-1,-1
5,15,1010,342,44,140,1,-1,-1,-1
5,16,1386,809,75,195,1,-1,-1,-1
5,17,906,365,46,127,1,-1,-1,-1
5,18,960,356,44,131,1,-1,-1,-1
5,19,230,452,60,151,1,-1,-1,-1
5,20,1747,845,115,234,1,-1,-1,-1
5,21,491,614,75,203,1,-1,-1,-1
5,22,545,158,38,102,1,-1,-1,-1
5,23,869,311,41,113,1,-1,-1,-1
5,24,1048,282,41,114,1,-1,-1,-1
5,26,1318,819,82,221,1,-1,-1,-1
5,27,655,148,38,95,1,-1,-1,-1
5,29,902,302,42,118,1,-1,-1,-1
6,1,1475,744,91,193,1,-1,-1,-1
6,2,1286,495,58,140,1,-1,-1,-1
6,3,840,569,66,177,1,-1,-1,-1
6,4,1246,820,77,196,1,-1,-1,-1
6,5,695,453,56,166,1,-1,-1,-1
6,6,338,550,72,185,1,-1,-1,-1
6,7,1192,523,68,177,1,-1,-1,-1
6,8,1149,337,44,149,1,-1,-1,-1
6,9,761,473,52,140,1,-1,-1,-1
6,10,1107,531,54,173,1,-1,-1,-1
6,11,772,574,61,164,1,-1,-1,-1
6,12,1535,761,114,224,1,-1,-1,-1
6,13,1670,861,109,216,1,-1,-1,-1
6,14,1147,520,58,171,1,-1,-1,-1
6,15,1009,340,44,139,1,-1,-1,-1
6,16,1386,804,75,192,1,-1,-1,-1
6,17,903,360,46,127,1,-1,-1,-1
6,18,959,354,44,133,1,-1,-1,-1
6,19,232,447,60,149,1,-1,-1,-1
6,20,1744,840,117,239,1,-1,-1,-1
6,21,495,604,75,202,1,-1,-1,-1
6,22,545,158,39,102,1,-1,-1,-1
6,23,870,310,40,111,1,-1,-1,-1
6,24,1050,280,39,110,1,-1,-1,-1
6,26,1316,816,82,222,1,-1,-1,-1
6,27,656,148,37,94,1,-1,-1,-1
6,29,904,301,41,117,1,-1,-1,-1
7,1,1474,742,91,193,1,-1,-1,-1
7,2,1283,494,57,139,1,-1,-1,-1
7,3,840,568,66,177,1,-1,-1,-1
7,4,1245,816,78,199,1,-1,-1,-1
7,5,695,451,57,168,1,-1,-1,-1
7,6,339,546,71,185,1,-1,-1,-1
7,7,1192,520,67,178,1,-1,-1,-1
7,8,1149,336,45,147,1,-1,-1,-1
7,9,762,471,52,142,1,-1,-1,-1
7,10,1107,528,55,175,1,-1,-1,-1
7,11,773,570,59,160,1,-1,-1,-1
7,12,1531,758,114,225,1,-1,-1,-1
7,13,1668,859,107,218,1,-1,-1,-1
7,14,1148,517,59,175,1,-1,-1,-1
7,15,1009,338,44,138,1,-1,-1,-1
7,16,1384,798,77,199,1,-1,-1,-1
7,17,901,357,47,127,1,-1,-1,-1
